1,0.6352052688598633,0.9375,5.15625
11,2.5910505056381226,tensor(166.8750, device='cuda:0'),tensor(835.6250, device='cuda:0')
21,2.59021201133728,7.96875,47.34375
31,2.6285505533218383,10.15625,46.71875
41,2.6674885749816895,10.3125,49.84375
51,2.7225759029388428,10.15625,51.5625
61,2.7884835481643675,9.0625,52.34375
71,2.8883059501647947,10.3125,50.625
81,2.9615894556045532,8.4375,49.21875
91,3.0266891717910767,8.75,49.0625
101,3.0578743696212767,11.5625,48.28125
111,3.161014676094055,10.0,51.09375
121,3.2416309833526613,8.90625,49.375
131,3.24681179523468,10.46875,53.125
141,3.338333010673523,11.875,54.21875
151,3.428723120689392,10.46875,48.4375
161,3.4820380926132204,11.40625,49.0625
171,3.4885515689849855,10.0,48.125
181,3.5225248098373414,7.5,50.625
191,3.6571141719818114,10.0,49.21875
201,3.652443790435791,9.0625,51.09375
211,3.710611271858215,12.96875,50.9375
221,3.752720499038696,10.3125,52.1875
231,3.7975043058395386,14.6875,55.78125
241,3.7733455657958985,11.40625,57.5
251,3.8139743566513062,15.625,60.15625
261,3.821824836730957,15.15625,55.46875
271,3.858276534080505,15.78125,60.46875
281,3.891841006278992,15.46875,62.96875
291,3.798283910751343,13.28125,60.15625
301,3.8811181783676147,12.5,56.71875
311,4.001131129264832,13.28125,55.9375
321,4.0741523742675785,12.5,57.1875
331,3.964962959289551,13.59375,57.34375
341,4.013779187202454,13.28125,57.34375
351,4.049375915527344,8.59375,50.15625
361,4.103142046928406,11.875,53.59375
371,4.016046524047852,11.71875,53.4375
381,4.085804080963134,12.8125,60.0
391,4.018755650520324,10.625,52.65625
401,4.1003162384033205,15.78125,58.90625
411,4.203419256210327,10.78125,59.21875
421,4.134096932411194,12.1875,60.0
431,4.078686451911926,13.90625,62.1875
441,4.201259446144104,12.03125,59.375
451,4.094151353836059,14.84375,60.3125
461,4.049230670928955,12.34375,53.4375
471,4.104459381103515,12.96875,53.4375
481,4.192560410499572,10.46875,48.28125
491,4.280651092529297,9.21875,49.0625
501,4.215172672271729,11.875,51.5625
511,4.097764587402343,11.25,50.625
521,4.158019018173218,9.0625,49.0625
531,4.091744399070739,9.53125,54.21875
541,4.170900917053222,10.3125,50.46875
551,4.169021034240723,10.46875,49.375
561,4.172525119781494,10.625,49.375
571,4.213095569610596,10.78125,51.25
581,4.162370395660401,8.125,47.96875
591,4.184254717826843,9.6875,48.4375
601,4.19122896194458,6.875,46.71875
611,4.1474199295043945,9.21875,47.34375
621,4.229225730895996,10.0,50.0
631,4.102773809432984,10.46875,52.03125
641,4.081426978111267,8.75,52.34375
651,4.141661810874939,10.15625,51.875
661,4.197419691085815,9.53125,48.75
671,4.093315148353577,9.375,48.125
681,4.06008358001709,11.71875,51.40625
691,4.11779203414917,10.46875,51.5625
701,4.051184606552124,9.375,48.59375
711,4.118880844116211,11.09375,50.625
721,4.082256531715393,9.21875,49.0625
731,4.138800835609436,8.59375,50.0
741,4.096726107597351,10.3125,57.34375
751,4.127952218055725,9.53125,52.5
761,3.9637192249298097,11.71875,51.09375
771,4.171442818641663,9.53125,47.1875
781,4.07566204071045,9.84375,51.40625
791,4.03454213142395,9.53125,47.96875
801,4.0601726770401,9.84375,47.96875
811,3.978532147407532,8.75,48.59375
821,4.0796180963516235,10.46875,51.40625
831,3.960200333595276,8.4375,48.90625
841,3.9564064741134644,10.15625,49.21875
851,3.9142210483551025,12.34375,51.25
861,4.034839844703674,10.0,48.28125
871,3.9677993297576903,8.75,52.5
881,3.957509446144104,10.3125,46.40625
891,3.8910969734191894,9.375,48.59375
901,3.9240337133407595,8.28125,43.75
911,3.899844837188721,8.59375,47.8125
921,3.870608162879944,11.40625,48.90625
931,3.8446239948272707,9.6875,51.875
941,3.9289028644561768,9.6875,52.03125
951,3.9426817655563355,11.25,53.125
961,3.854204249382019,11.71875,54.84375
971,3.9028364181518556,9.53125,48.28125
981,3.9782639741897583,9.6875,49.53125
991,3.894947862625122,10.3125,49.0625
1001,3.8853190183639525,9.0625,46.71875
1011,3.8205362796783446,8.90625,50.3125
1021,3.8684799909591674,10.15625,49.375
1031,3.748105454444885,8.75,48.59375
1041,3.785694432258606,7.5,49.21875
1051,3.777596926689148,8.4375,46.875
1061,3.7767487287521364,8.90625,48.75
1071,3.8713516712188722,11.5625,53.28125
1081,3.799372839927673,7.5,51.875
1091,3.7434804677963256,9.0625,50.0
1101,3.752501678466797,9.0625,50.0
1111,3.7435233354568482,12.34375,55.46875
1121,3.7643220901489256,11.5625,50.0
1131,3.77179639339447,12.8125,51.875
1141,3.8402993440628053,10.0,50.3125
1151,3.7352529525756837,10.9375,48.125
1161,3.807500982284546,10.3125,50.3125
1171,3.7416713714599608,11.09375,49.21875
1181,3.7697113752365112,10.9375,47.1875
1191,3.6909118413925173,9.6875,50.9375
1201,3.5976115465164185,10.0,49.0625
1211,3.6453638315200805,8.125,52.96875
1221,3.67743501663208,9.375,55.46875
1231,3.70430474281311,9.53125,51.5625
1241,3.6986886501312255,8.125,48.75
1251,3.6879416704177856,11.40625,52.65625
1261,3.68282949924469,9.375,49.21875
1271,3.626161217689514,9.0625,51.09375
1281,3.6337243795394896,10.46875,52.96875
1291,3.6149139404296875,11.09375,52.03125
1301,3.6134916305541993,9.375,49.21875
1311,3.655119514465332,10.9375,51.875
1321,3.6587101221084595,12.03125,52.03125
1331,3.63233687877655,12.34375,53.125
1341,3.5989601373672486,9.21875,51.71875
1351,3.6085665464401244,10.15625,48.90625
1361,3.616553711891174,11.5625,50.0
1371,3.535180425643921,10.46875,52.8125
1381,3.669046401977539,11.5625,51.71875
1391,3.5531161308288572,11.875,51.40625
1401,3.529746675491333,8.4375,52.1875
1411,3.568155574798584,10.78125,50.9375
1421,3.502775502204895,9.21875,52.65625
1431,3.5471360445022584,10.3125,51.09375
1441,3.4838573932647705,11.25,47.65625
1451,3.5144898653030396,9.0625,50.78125
1461,3.563124418258667,10.3125,51.71875
1471,3.448516535758972,10.78125,50.625
1481,3.5305137634277344,10.0,48.90625
1491,3.5106579780578615,8.59375,50.625
1501,3.4226770639419555,11.875,50.9375
1511,3.4599546909332277,7.96875,50.3125
1521,3.4571391582489013,8.75,45.3125
1531,3.50715229511261,10.78125,49.21875
1541,3.500932765007019,10.3125,46.09375
1551,3.458266592025757,8.59375,47.1875
1561,3.4741472959518434,9.6875,47.5
1571,3.4896210193634034,10.9375,49.0625
1581,3.387799096107483,10.78125,46.5625
1591,3.435045289993286,10.46875,50.46875
1601,3.480364370346069,10.46875,49.53125
1611,3.37112717628479,8.4375,48.90625
1621,3.4947300434112547,9.21875,51.40625
1631,3.377539038658142,11.25,48.59375
1641,3.34708571434021,12.1875,53.28125
1651,3.4632968664169312,10.15625,50.3125
1661,3.4390196084976195,8.4375,49.84375
1671,3.414651799201965,9.84375,53.75
1681,3.451496410369873,12.34375,50.78125
1691,3.364466428756714,10.9375,49.84375
1701,3.3508561134338377,10.3125,49.6875
1711,3.386740803718567,10.3125,53.4375
1721,3.349764180183411,10.3125,49.0625
1731,3.341039943695068,10.46875,50.625
1741,3.388604187965393,10.78125,50.3125
1751,3.3217499017715455,10.625,49.84375
1761,3.253246712684631,10.9375,48.28125
1771,3.355521321296692,12.03125,48.75
1781,3.3766165494918825,7.34375,48.75
1791,3.4084796667099,8.75,51.5625
1801,3.351032590866089,10.15625,48.125
1811,3.3484801054000854,9.6875,48.59375
1821,3.3916243076324464,10.0,48.4375
1831,3.3943425893783568,8.90625,45.78125
1841,3.261580491065979,8.90625,50.15625
1851,3.3176308155059813,9.0625,50.3125
1861,3.3409962177276613,10.625,50.15625
1871,3.298819971084595,8.4375,49.6875
1881,3.256596565246582,11.09375,49.6875
1891,3.3776466131210325,7.5,45.3125
1901,3.350464653968811,8.90625,47.96875
1911,3.315806436538696,9.84375,45.9375
1921,3.229442286491394,9.21875,50.46875
1931,3.2712547063827513,6.875,47.5
1941,3.253192090988159,9.0625,47.65625
1951,3.2820961475372314,9.53125,46.09375
1961,3.2683471918106077,10.0,51.40625
1971,3.242907166481018,9.84375,52.1875
1981,3.2839717626571656,9.0625,48.59375
1991,3.2606595754623413,10.3125,53.125
2001,3.2358091115951537,9.0625,49.6875
2011,3.261953258514404,10.15625,50.46875
2021,3.239499068260193,12.5,51.40625
2031,3.306491494178772,10.0,51.25
2041,3.241549348831177,10.3125,48.28125
2051,3.312963628768921,9.84375,50.9375
2061,3.30340735912323,8.59375,48.4375
2071,3.264708232879639,10.0,50.46875
2081,3.2809627771377565,11.09375,51.25
2091,3.245973062515259,10.0,51.5625
2101,3.2821194171905517,10.0,51.71875
2111,3.2461835384368896,9.0625,50.9375
